Supplementary Table 2. GAS strains used in this study.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Assembly statistics,,,,,,,Mapping statistics (subsampled),,,,
K19188,11822_8_21,Kenya,East Africa,E4,ST505,67,2006,8,emm8.3,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900983045,12,1817558,342681,233,,ERS366980,1350000,100,33,35.9,73
K21771,11822_8_23,Kenya,East Africa,E1,ST700,137,2007,60,emm60.7,"sepsis (no localising source), stss",iGAS,1,Seale et al 2016 (59),,GCA_900983035,13,1807549,917988,244,,ERS366983,1350000,100,33,35.8,73
K36563,11822_8_25,Kenya,East Africa,A-C4,ST703,169,2009,229,emm229.0,"skin, soft tissue and Pneumonia",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900983065,22,1755725,168378,249,,ERS366987,1350000,100,33,35.6,73
K38470,11822_8_26,Kenya,East Africa,M18,ST402,69,2009,18,emm18.21,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900983075,14,1832485,284023,233,,ERS366988,1350000,100,33,36.2,73
K42952,11822_8_27,Kenya,East Africa,M111,ST737,114,2010,111,emm111.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900983085,14,1750755,241465,233,,ERS366990,1350000,100,33,35.9,73
K43037,11822_8_28,Kenya,East Africa,E3,ST178,12,2010,44,emm44.0,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900983095,12,1819941,243603,265,,ERS366991,1350000,100,33,35.9,73
K50977,11822_8_29,Kenya,East Africa,M179,ST619,62,2011,179,emm179.0,sepsis (no localising source),iGAS,1,Seale et al 2016 (59),,GCA_900983105,20,1860436,239609,227,,ERS366993,1350000,100,33,36,73
K6847,11822_8_4,Kenya,East Africa,E6,ST215,96,2001,65,emm65.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900983125,13,1752923,239387,241,,ERS366954,1350000,100,33,35.8,73
K6932,11822_8_5,Kenya,East Africa,D3,ST728,133,2001,217,emm217.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900983135,15,1761778,243456,234,,ERS366955,1350000,100,33,35.8,73
K7275,11822_8_6,Kenya,East Africa,NT,ST450,40,2001,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900983115,12,1784947,245694,231,,ERS366956,1350000,100,33,35.9,73
K7478,11822_8_7,Kenya,East Africa,E6,ST215,96,2001,65,emm65.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900983195,14,1752736,240238,233,,ERS366958,1350000,100,33,36,73
K7928,11822_8_9,Kenya,East Africa,E1,ST771,138,2001,4,emm4.5,"skin, soft tissue, stss",Pneumonia,1,Seale et al 2016 (59),,GCA_900983205,11,1788886,287815,241,,ERS366959,1350000,100,33,35.8,73
K37990,8849_2_10,Kenya,East Africa,D4,ST223,91,2009,64,emm64.3,Blood,Meningitis,1,Seale et al 2016 (59),,GCA_900988865,14,1728613,249552,255,,ERS180508,1350000,100,33,36.3,73
K42771,8849_2_14,Kenya,East Africa,E4,ST231,81,2010,124,emm124.2,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900988855,17,1733973,203374,233,,ERS180512,1350000,100,33,36.4,73
K48186,8849_2_17,Kenya,East Africa,NT,ST731,123,2011,stg1750,stg1750.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988875,18,1809705,282325,239,,ERS180515,1350000,100,33,36.3,73
K48650,8849_2_18,Kenya,East Africa,E3,ST178,12,2011,44,emm44.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988885,25,1847827,146583,240,,ERS180516,1350000,100,33,36.3,73
K47581,8849_2_19,Kenya,East Africa,D4,ST729,61,2011,80,emm80.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988895,16,1785960,181826,248,,ERS180517,1350000,100,33,36.3,73
K16727,8849_2_2,Kenya,East Africa,E6,ST778,153,2005,65,emm65.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988925,22,1755021,197625,239,,ERS180500,1350000,100,33,36.4,73
K48083,8849_2_20,Kenya,East Africa,M179,ST619,62,2011,179,emm179.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988945,13,1822831,239594,246,,ERS180518,1350000,100,33,36.3,73
K47118,8849_2_21,Kenya,East Africa,D3,ST728,133,2011,217,emm217.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988915,16,1760769,217452,243,,ERS180519,1350000,100,33,36.3,73
K46187,8849_2_23,Kenya,East Africa,E2,ST726,256,2010,68,emm68.8,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988935,13,1765586,250185,244,,ERS180521,1350000,100,33,36.4,73
K47020,8849_2_24,Kenya,East Africa,D4,ST701,61,2011,80,emm80.0,aspirate,ND,1,Seale et al 2016 (59),,GCA_900988905,18,1784186,176798,248,,ERS180522,1350000,100,33,36.3,73
K37698,8849_2_25,Kenya,East Africa,E6,ST774,105,2009,85,emm85.1,CSF,Meningitis,1,Seale et al 2016 (59),,GCA_900988965,16,1855997,238435,242,,ERS180523,1350000,100,33,36.2,73
K37698,8849_2_26,Kenya,East Africa,E6,ST709,105,2009,85,emm85.1,CSF,Meningitis,1,Seale et al 2016 (59),,GCA_900988985,19,1854263,210315,239,,ERS180524,1350000,100,33,36.2,73
K50105,8849_2_28,Kenya,East Africa,E4,ST213,92,2011,22,emm22.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988955,15,1850123,215822,241,,ERS180526,1350000,100,33,36.3,73
K30465,8849_2_29,Kenya,East Africa,E4,ST505,67,2008,8,emm8.3,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988975,12,1816264,243518,256,,ERS180527,1350000,100,33,36.4,73
K23653,8849_2_3,Kenya,East Africa,E4,ST241,67,2007,8,emm8.3,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989005,12,1825082,931110,251,,ERS180501,1350000,100,33,36.2,73
K27345,8849_2_31,Kenya,East Africa,NT,ST450,40,2007,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900988995,18,1746024,148933,248,,ERS180529,1350000,100,33,36.3,73
K28044,8849_2_32,Kenya,East Africa,E3,ST323,154,2007,25,emm25.1,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900989015,18,1833067,216954,248,,ERS180530,1350000,100,33,36.3,73
K36535,8849_2_33,Kenya,East Africa,D2,ST773,124,2009,100,emm100.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989025,14,1771342,246413,245,,ERS180531,1350000,100,33,36.2,73
K37741,8849_2_34,Kenya,East Africa,A-C3,ST776,40,2009,239,emm239.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989035,23,1825821,148393,239,,ERS180532,1350000,100,33,36.3,73
K5797,8849_2_35,Kenya,East Africa,E4,ST747,106,2000,77,emm77.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989045,23,1821355,165318,248,,ERS180533,1350000,100,33,36.3,73
K6102,8849_2_36,Kenya,East Africa,E4,ST718,107,2000,109,emm109.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989055,20,1854181,160855,249,,ERS180534,1350000,100,33,36.3,73
K45527,8849_2_37,Kenya,East Africa,D4,ST724,21,2010,192,emm192.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989065,11,1767711,239250,236,,ERS180535,1350000,100,33,36.4,73
K45900,8849_2_38,Kenya,East Africa,E3,ST725,155,2010,118,emm118.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989075,17,1769609,162947,247,,ERS180536,1350000,100,33,36.1,73
K44869,8849_2_39,Kenya,East Africa,NT,ST450,40,2010,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989115,19,1779207,180861,245,,ERS180537,1350000,100,33,36.2,73
K21345,8849_2_4,Kenya,East Africa,NT,ST265,40,2007,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989095,18,1747461,167111,239,,ERS180502,1350000,100,33,36.3,73
K44896,8849_2_40,Kenya,East Africa,E6,ST781,60,2010,99,emm99.5,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989105,11,1712975,239641,248,,ERS180538,1350000,100,33,36.2,73
K44098,8849_2_41,Kenya,East Africa,M18,ST402,69,2010,18,emm18.21,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989085,15,1810772,219032,246,,ERS180539,1350000,100,33,36.4,73
K44582,8849_2_42,Kenya,East Africa,M57,ST723,125,2010,57,emm57.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989125,10,1725516,353988,246,,ERS180540,1350000,100,33,36.3,73
K43101,8849_2_43,Kenya,East Africa,M55,ST248,44,2010,55,emm55.0,aspirate,ND,1,Seale et al 2016 (59),,GCA_900989135,33,1858035,98308,247,,ERS180541,1350000,100,33,36.3,73
K43304,8849_2_44,Kenya,East Africa,M18,ST402,69,2010,18,emm18.21,aspirate,ND,1,Seale et al 2016 (59),,GCA_900989145,18,1810063,241137,250,,ERS180542,1350000,100,33,36.1,73
K48877,8849_2_45,Kenya,East Africa,M74,ST732,126,2011,74,emm74.0,aspirate,ND,1,Seale et al 2016 (59),,GCA_900989155,16,1840634,242303,241,,ERS180543,1350000,100,33,36.4,73
K49285,8849_2_46,Kenya,East Africa,E3,ST733,83,2011,103,emm103.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989165,23,1819137,214183,238,,ERS180544,1350000,100,33,36.2,73
K48807,8849_2_47,Kenya,East Africa,E6,ST704,72,2011,75,emm75.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989205,13,1837084,245053,241,,ERS180545,1350000,100,33,36.3,73
K48817,8849_2_48,Kenya,East Africa,M74,ST120,126,2011,74,emm74.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989195,14,1812024,241450,245,,ERS180546,1350000,100,33,36.1,73
K12434,8849_2_49,Kenya,East Africa,E3,ST178,12,2004,44,emm44.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989185,16,1785174,204795,240,,ERS180547,1350000,100,33,36.4,73
K25147,8849_2_50,Kenya,East Africa,E2,ST708,68,2007,90,emm90.5,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900989175,15,1832534,217175,244,,ERS180548,1350000,100,33,36.2,73
K31028,8849_2_51,Kenya,East Africa,D4,ST613,97,2008,93,emm93.6,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989215,11,1765320,239889,245,,ERS180549,1350000,100,33,36.2,73
K11898,8849_2_52,Kenya,East Africa,M111,ST737,114,2004,111,emm111.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989225,12,1751373,237750,245,,ERS180550,1350000,100,33,36.2,73
K16781,8849_2_53,Kenya,East Africa,NT,ST450,40,2005,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989235,17,1747114,233022,241,,ERS180551,1350000,100,33,36.3,73
K16837,8849_2_54,Kenya,East Africa,D4,ST393,48,2005,83,emm83.12,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989245,14,1754880,199650,243,,ERS180552,1350000,100,33,36.3,73
K13994,8849_2_55,Kenya,East Africa,E4,ST747,106,2005,77,emm77.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989255,24,1894629,112758,245,,ERS180553,1350000,100,33,36.2,73
K16544,8849_2_56,Kenya,East Africa,E6,ST250,75,2005,11,emm11.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989265,14,1728982,219819,244,,ERS180554,1350000,100,33,36.3,73
K22338,8849_2_57,Kenya,East Africa,NT,ST450,40,2006,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989285,17,1735138,244817,245,,ERS180555,1350000,100,33,36.3,73
K22633,8849_2_58,Kenya,East Africa,E4,ST772,127,2007,89,emm89.8,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989295,17,1856655,292810,240,,ERS180556,1350000,100,33,36.4,73
K22757,8849_2_59,Kenya,East Africa,D4,ST393,48,2007,83,emm83.12,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989275,17,1761970,196135,253,,ERS180557,1350000,100,33,36.2,73
K23799,8849_2_6,Kenya,East Africa,E4,ST280,81,2007,124,emm124.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989305,18,1736395,275492,249,,ERS180504,1350000,100,33,36.4,73
K22813,8849_2_60,Kenya,East Africa,D4,ST262,257,2007,121,emm121.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989335,14,1745642,190663,245,,ERS180558,1350000,100,33,36.4,73
K23180,8849_2_61,Kenya,East Africa,E3,ST178,12,2007,44,emm44.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989315,19,1814064,203008,243,,ERS180559,1327444,100,33,36.2,72
K23323,8849_2_62,Kenya,East Africa,E4,ST259,184,2007,84,emm84.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989325,16,1785371,225780,241,,ERS180560,1350000,100,33,36.1,73
K21710,8849_2_63,Kenya,East Africa,E4,ST718,107,2007,109,emm109.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989345,18,1855750,167571,247,,ERS180561,1350000,100,33,36.1,73
K19083,8849_2_64,Kenya,East Africa,D4,ST115,21,2006,56,emm56.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989365,23,1789959,210727,243,,ERS180562,1350000,100,33,36.4,73
K49882,8849_2_65,Kenya,East Africa,M111,ST737,114,2011,111,emm111.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989355,16,1780929,217402,237,,ERS180563,1350000,100,33,36.5,73
K5698,8849_2_66,Kenya,East Africa,E4,ST718,107,2000,109,emm109.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989385,19,1855316,170912,245,,ERS180564,1350000,100,33,36.4,73
K49294,8849_2_67,Kenya,East Africa,E2,ST734,68,2011,90,emm90.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989375,24,1829870,180737,245,,ERS180565,936034,100,33,36.2,50
K49551,8849_2_68,Kenya,East Africa,E3,ST178,12,2011,44,emm44.0,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900989395,16,1816133,222813,241,,ERS180566,1350000,100,33,36.2,73
K38181,8849_2_71,Kenya,East Africa,D4,ST115,21,2009,56,emm56.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989405,17,1808168,208646,244,,ERS180569,1350000,100,33,36.3,73
K25325,8849_2_72,Kenya,East Africa,E2,ST708,68,2007,90,emm90.5,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900989425,14,1797334,232725,249,,ERS180570,1350000,100,33,36.2,73
K40810,8849_2_73,Kenya,East Africa,D4,ST10,258,2010,93,emm93.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989415,27,1884781,170396,231,,ERS180571,1350000,100,33,36.4,73
K41947,8849_2_74,Kenya,East Africa,E4,ST718,107,2010,109,emm109.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989435,20,1853684,168425,234,,ERS180572,1350000,100,33,36.3,73
K23617,8849_2_75,Kenya,East Africa,E6,ST278,259,2007,48,emm48.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989445,14,1858468,239676,233,,ERS180573,1350000,100,33,36.4,73
K6108,8849_2_77,Kenya,East Africa,E3,ST323,154,2000,25,emm25.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989455,19,1829781,251497,236,,ERS180575,1350000,100,33,36.2,73
K3637,8849_2_78,Kenya,East Africa,M179,ST619,62,1998,179,emm179.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989475,14,1829272,210363,242,,ERS180576,1350000,100,33,36.4,73
K4254,8849_2_79,Kenya,East Africa,E6,ST774,105,1999,85,emm85.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989465,22,1891572,160527,235,,ERS180577,1350000,100,33,36.3,73
K40818,8849_2_8,Kenya,East Africa,E4,ST777,128,2010,112,emm112.5,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989485,13,1738272,182674,243,,ERS180506,1350000,100,33,36.3,73
K6635,8849_2_85,Kenya,East Africa,E6,ST758,165,2000,177,emm177.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989495,17,1773805,211570,237,,ERS180583,1350000,100,33,36.4,73
K12473,8849_2_86,Kenya,East Africa,M55,ST232,44,2004,55,emm55.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989505,26,1767377,102799,246,,ERS180584,1350000,100,33,36.3,73
K5248,8849_2_88,Kenya,East Africa,D4,ST770,185,1999,43,emm43.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989515,25,1832476,190397,241,,ERS180586,1350000,100,33,36.2,73
K16898,8849_2_89,Kenya,East Africa,E4,ST246,128,2005,112,emm112.5,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989525,9,1738855,239632,242,,ERS180587,1350000,100,33,36.2,73
K37990,8849_2_9,Kenya,East Africa,D4,ST223,91,2009,64,emm64.3,Blood,Meningitis,1,Seale et al 2016 (59),,GCA_900989535,15,1729109,252418,254,,ERS180507,1350000,100,33,36.3,73
K7024,8849_2_91,Kenya,East Africa,M18,ST402,69,2001,18,emm18.21,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989565,15,1820343,232393,243,,ERS180589,1350000,100,33,36.4,73
K7087,8849_2_92,Kenya,East Africa,E6,ST742,75,2001,11,emm11.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989545,19,1730934,218959,237,,ERS180590,1350000,100,33,36.3,73
K7087,8849_2_93,Kenya,East Africa,E6,ST742,75,2001,11,emm11.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989555,17,1729710,218954,229,,ERS180591,1350000,100,33,36.4,73
K7113,8849_2_94,Kenya,East Africa,E6,ST742,75,2001,11,emm11.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989575,15,1730933,236838,244,,ERS180592,1350000,100,33,36.4,73
K37164,8898_1_12,Kenya,East Africa,D4,ST707,186,2009,224,emm224.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989585,22,1801181,193866,260,,ERS180414,1350000,100,33,36.5,73
K38591,8898_1_14,Kenya,East Africa,E4,ST231,81,2009,124,emm124.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989595,18,1734123,203394,239,,ERS180416,1350000,100,33,36.5,73
K41948,8898_1_17,Kenya,East Africa,D4,ST719,260,2010,208,emm208.0,aspirate,ND,1,Seale et al 2016 (59),,GCA_900989605,12,1726839,246572,240,,ERS180419,1350000,100,33,36.6,73
K42600,8898_1_18,Kenya,East Africa,E6,ST721,261,2010,42,emm42.3,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989615,14,1757590,192479,247,,ERS180420,1350000,100,33,36.6,73
K37164,8898_1_19,Kenya,East Africa,D4,ST707,186,2009,224,emm224.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989625,20,1799236,259954,240,,ERS180421,1350000,100,33,36.5,73
K33937,8898_1_2,Kenya,East Africa,E1,ST700,137,2008,60,emm60.7,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989635,15,1718744,182079,245,,ERS180404,1350000,100,33,36.5,73
K37287,8898_1_20,Kenya,East Africa,M55,ST248,44,2009,55,emm55.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989645,34,1859019,98261,246,,ERS180422,1350000,100,33,36.5,73
K36294,8898_1_21,Kenya,East Africa,E3,ST705,27,2009,49,emm49.9,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989665,21,1758769,230836,244,,ERS180423,1350000,100,33,36.5,73
K36347,8898_1_22,Kenya,East Africa,E6,ST716,112,2009,65,emm65.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989685,20,1801253,209759,244,,ERS180424,1350000,100,33,36.6,73
K11464,8898_1_23,Kenya,East Africa,E6,ST781,60,2003,99,emm99.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989675,11,1713563,245666,240,,ERS180425,1350000,100,33,36.6,73
K11814,8898_1_24,Kenya,East Africa,E4,ST226,108,2004,169,emm169.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989655,20,1852114,132554,245,,ERS180426,1350000,100,33,36.6,73
K17716,8898_1_25,Kenya,East Africa,M19,ST769,99,2005,19,emm19.10,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989705,28,1818979,137185,244,,ERS180427,1350000,100,33,36.4,73
K17300,8898_1_26,Kenya,East Africa,NT,ST450,40,2005,STG866,STG866.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989695,20,1781784,152915,249,,ERS180428,1350000,100,33,36.4,73
K19219,8898_1_27,Kenya,East Africa,E4,ST231,81,2006,124,emm124.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989745,16,1730666,247488,253,,ERS180429,1350000,100,33,36.5,73
K50658,8898_1_28,Kenya,East Africa,E3,ST740,134,2011,9,emm9.0,aspirate,ND,1,Seale et al 2016 (59),,GCA_900989715,18,1778570,272209,252,,ERS180430,1350000,100,33,36.5,73
K24601,8898_1_29,Kenya,East Africa,E4,ST772,127,2007,89,emm89.8,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989735,18,1811051,148331,241,,ERS180431,1350000,100,33,36.4,73
K24635,8898_1_30,Kenya,East Africa,E3,ST178,12,2007,44,emm44.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989725,17,1821641,243424,291,,ERS180432,1350000,100,33,36.3,73
K25713,8898_1_31,Kenya,East Africa,E4,ST280,81,2007,124,emm124.2,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989755,18,1734496,203384,250,,ERS180433,1350000,100,33,36.3,73
K26504,8898_1_32,Kenya,East Africa,E3,ST178,12,2007,44,emm44.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989765,17,1784784,243629,245,,ERS180434,1350000,100,33,36.4,73
K28162,8898_1_33,Kenya,East Africa,D4,ST393,48,2007,83,emm83.12,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989775,17,1759724,239733,255,,ERS180435,1350000,100,33,36.4,73
K29166,8898_1_34,Kenya,East Africa,NT,ST412,168,2008,162,emm162.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989785,22,1757570,178827,253,,ERS180436,1350000,100,33,36.5,73
K29527,8898_1_35,Kenya,East Africa,E1,ST771,138,2008,4,emm4.5,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989815,15,1784339,216886,244,,ERS180437,1350000,100,33,36.7,73
K29655,8898_1_36,Kenya,East Africa,D4,ST460,262,2008,53,emm53.4,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989805,14,1699089,356884,251,,ERS180438,1350000,100,33,36.5,73
K29743,8898_1_37,Kenya,East Africa,E4,ST220,156,2008,114,emm114.5,Blood,Pneumonia,1,Seale et al 2016 (59),,GCA_900989795,14,1717501,201164,252,,ERS180439,1350000,100,33,36.5,73
K30067,8898_1_38,Kenya,East Africa,E4,ST469,263,2008,73,emm73.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989825,17,1769439,202252,252,,ERS180440,1350000,100,33,36.3,73
K31063,8898_1_39,Kenya,East Africa,E3,ST260,113,2008,209,emm209.0,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989835,18,1728837,187922,244,,ERS180441,1350000,100,33,36.6,73
K33937,8898_1_4,Kenya,East Africa,E1,ST700,137,2008,60,emm60.7,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989865,15,1717996,189287,253,,ERS180406,1350000,100,33,36.4,73
K31539,8898_1_40,Kenya,East Africa,A-C3,ST713,125,2008,238,emm238.1,Blood,iGAS,1,Seale et al 2016 (59),,GCA_900989845,9,1759120,276436,251,,ERS180442,1350000,100,33,36.4,73
K31611,8898_1_41,Kenya,East Africa,D4,ST613,97,2008,93,emm93.6,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989855,19,1733046,219501,245,,ERS180443,1350000,100,33,36.5,73
K32502,8898_1_42,Kenya,East Africa,E1,ST768,104,2008,165,emm165.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989875,23,1843964,127360,253,,ERS180444,1350000,100,33,36.3,73
K33560,8898_1_43,Kenya,East Africa,M179,ST619,62,2008,179,emm179.0,CSF,Meningitis,1,Seale et al 2016 (59),,GCA_900989885,16,1765502,218974,246,,ERS180445,1350000,100,33,36.5,73
K33560,8898_1_44,Kenya,East Africa,M179,ST619,62,2008,179,emm179.0,CSF,Meningitis,1,Seale et al 2016 (59),,GCA_900989895,13,1765013,240335,254,,ERS180446,1350000,100,33,36.3,73
K20641,8898_1_45,Kenya,East Africa,D4,ST701,61,2006,80,emm80.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989905,24,1816722,182964,244,,ERS180447,1350000,100,33,36.5,73
K20653,8898_1_46,Kenya,East Africa,E3,ST260,113,2007,209,emm209.0,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989915,12,1721999,259448,253,,ERS180448,1350000,100,33,36.5,73
K20746,8898_1_48,Kenya,East Africa,D5,ST283,41,2007,97,emm97.1,"skin, soft tissue infection",Deep soft tissue infection,1,Seale et al 2016 (59),,GCA_900989925,12,1775485,226473,239,,ERS180450,1350000,100,33,36.4,73
